X,Y,method,covar,alternative,n,r,CI95%,p-unc,p-corr,p-adjust,X_desc,Y_desc,X_COG,Y_COG,COG_pair
PF00380.20,TIGR03632,pearson,['genome_avg_NOSC'],two-sided,51849,0.11579160909209193,[0.11 0.12],3.254498100409629e-154,5.556460171431073e-154,fdr_bh,Ribosomal protein S9/S16,ribosomal protein uS11,J,J,"J,J"
PF00380.20,TIGR03654,pearson,['genome_avg_NOSC'],two-sided,51087,0.16148575558004358,[0.15 0.17],1.6898540341238556e-295,4.2305602397069875e-295,fdr_bh,Ribosomal protein S9/S16,ribosomal protein uL6,J,J,"J,J"
PF00380.20,TIGR03723,pearson,['genome_avg_NOSC'],two-sided,52728,0.07160060216096159,[0.06 0.08],6.887034697035662e-61,9.177571432779885e-61,fdr_bh,Ribosomal protein S9/S16,tRNA threonylcarbamoyl adenosine modification protein TsaD,J,J,"J,J"
PF00380.20,TIGR03725,pearson,['genome_avg_NOSC'],two-sided,49072,0.06519285703685065,[0.06 0.07],2.2804894486193923e-47,2.9071049211109555e-47,fdr_bh,Ribosomal protein S9/S16,tRNA threonylcarbamoyl adenosine modification protein YeaZ,J,J,"J,J"
PF00380.20,TIGR03953,pearson,['genome_avg_NOSC'],two-sided,50867,0.19500151043486386,[0.19 0.2 ],0.0,0.0,fdr_bh,Ribosomal protein S9/S16,50S ribosomal protein uL4,J,J,"J,J"
PF00410.20,PF00466.21,pearson,['genome_avg_NOSC'],two-sided,49901,0.10952870599390334,[0.1  0.12],5.516177759908132e-133,8.95328693015323e-133,fdr_bh,Ribosomal protein S8,Ribosomal protein L10,J,J,"J,J"
PF00410.20,PF01025.20,pearson,['genome_avg_NOSC'],two-sided,47696,0.2334534926828676,[0.22 0.24],0.0,0.0,fdr_bh,Ribosomal protein S8,GrpE,J,O,"J,O"
PF00410.20,PF02576.18,pearson,['genome_avg_NOSC'],two-sided,42727,0.1852464937527785,[0.18 0.19],0.0,0.0,fdr_bh,Ribosomal protein S8,RimP N-terminal domain,J,J,"J,J"
PF00410.20,PF03726.15,pearson,['genome_avg_NOSC'],two-sided,47658,-0.02996316282640175,[-0.04 -0.02],6.053911586087892e-11,6.635696764609695e-11,fdr_bh,Ribosomal protein S8,"Polyribonucleotide nucleotidyltransferase, RNA binding domain",J,J,"J,J"
PF00410.20,TIGR00006,pearson,['genome_avg_NOSC'],two-sided,50256,0.1200466778795382,[0.11 0.13],1.1691442692147602e-160,2.0310681465190727e-160,fdr_bh,Ribosomal protein S8,16S rRNA (cytosine(1402)-N(4))-methyltransferase,J,J,"J,J"
PF00410.20,TIGR00019,pearson,['genome_avg_NOSC'],two-sided,50824,0.05513249125625157,[0.05 0.06],1.6211682984599066e-35,1.9746062181855568e-35,fdr_bh,Ribosomal protein S8,peptide chain release factor 1,J,J,"J,J"
PF00410.20,TIGR00020,pearson,['genome_avg_NOSC'],two-sided,50005,0.25667993627764296,[0.25 0.26],0.0,0.0,fdr_bh,Ribosomal protein S8,peptide chain release factor 2,J,J,"J,J"
PF00410.20,TIGR00029,pearson,['genome_avg_NOSC'],two-sided,50694,0.29116210606796217,[0.28 0.3 ],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein bS20,J,J,"J,J"
PF00410.20,TIGR00043,pearson,['genome_avg_NOSC'],two-sided,50006,0.03193132687662658,[0.02 0.04],9.194156028965216e-13,1.0184032585605281e-12,fdr_bh,Ribosomal protein S8,rRNA maturation RNase YbeY,J,J,"J,J"
PF00410.20,TIGR00054,pearson,['genome_avg_NOSC'],two-sided,49494,0.12094507599131561,[0.11 0.13],1.284763963918878e-160,2.230840151357196e-160,fdr_bh,Ribosomal protein S8,RIP metalloprotease RseP,J,O,"J,O"
PF00410.20,TIGR00059,pearson,['genome_avg_NOSC'],two-sided,52355,0.1615357940479797,[0.15 0.17],5.730011307578388e-303,1.4711355892164576e-302,fdr_bh,Ribosomal protein S8,ribosomal protein bL17,J,J,"J,J"
PF00410.20,TIGR00061,pearson,['genome_avg_NOSC'],two-sided,51255,0.15395086230169774,[0.15 0.16],2.575308323378864e-269,6.022830471315129e-269,fdr_bh,Ribosomal protein S8,ribosomal protein bL21,J,J,"J,J"
PF00410.20,TIGR00064,pearson,['genome_avg_NOSC'],two-sided,47390,0.07186057170639926,[0.06 0.08],2.7006154433011042e-55,3.53740492848466e-55,fdr_bh,Ribosomal protein S8,signal recognition particle-docking protein FtsY,J,U,"J,U"
PF00410.20,TIGR00065,pearson,['genome_avg_NOSC'],two-sided,46919,0.25761701480218324,[0.25 0.27],0.0,0.0,fdr_bh,Ribosomal protein S8,cell division protein FtsZ,J,D,"D,J"
PF00410.20,TIGR00082,pearson,['genome_avg_NOSC'],two-sided,49742,0.18956830627703503,[0.18 0.2 ],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosome-binding factor A,J,J,"J,J"
PF00410.20,TIGR00083,pearson,['genome_avg_NOSC'],two-sided,46463,0.04160479852280653,[0.03 0.05],2.923005123166076e-19,3.32965165593583e-19,fdr_bh,Ribosomal protein S8,riboflavin biosynthesis protein RibF,J,H,"H,J"
PF00410.20,TIGR00084,pearson,['genome_avg_NOSC'],two-sided,49046,0.19842811983683958,[0.19 0.21],0.0,0.0,fdr_bh,Ribosomal protein S8,Holliday junction DNA helicase RuvA,J,L,"J,L"
PF00410.20,TIGR00086,pearson,['genome_avg_NOSC'],two-sided,50342,0.2443793306070101,[0.24 0.25],0.0,0.0,fdr_bh,Ribosomal protein S8,SsrA-binding protein,J,O,"J,O"
PF00410.20,TIGR00088,pearson,['genome_avg_NOSC'],two-sided,51268,0.15237864825933384,[0.14 0.16],6.881508259979386e-264,1.5875272690227081e-263,fdr_bh,Ribosomal protein S8,tRNA (guanine(37)-N(1))-methyltransferase,J,J,"J,J"
PF00410.20,TIGR00090,pearson,['genome_avg_NOSC'],two-sided,47201,0.04791952842785677,[0.04 0.06],2.0849685656855955e-25,2.440838753729325e-25,fdr_bh,Ribosomal protein S8,ribosome silencing factor,J,J,"J,J"
PF00410.20,TIGR00092,pearson,['genome_avg_NOSC'],two-sided,49900,0.21843130643171463,[0.21 0.23],0.0,0.0,fdr_bh,Ribosomal protein S8,GTP-binding protein YchF,J,J,"J,J"
PF00410.20,TIGR00095,pearson,['genome_avg_NOSC'],two-sided,48297,0.035863684960678044,[0.03 0.04],3.1741663164682452e-15,3.552837043358406e-15,fdr_bh,Ribosomal protein S8,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,J,J,"J,J"
PF00410.20,TIGR00115,pearson,['genome_avg_NOSC'],two-sided,47516,0.10484273568039883,[0.1  0.11],3.2087827021799573e-116,5.0165772922191587e-116,fdr_bh,Ribosomal protein S8,trigger factor,J,O,"J,O"
PF00410.20,TIGR00116,pearson,['genome_avg_NOSC'],two-sided,51003,0.14776111977130973,[0.14 0.16],8.052818822895417e-247,1.7735079085587068e-246,fdr_bh,Ribosomal protein S8,translation elongation factor Ts,J,J,"J,J"
PF00410.20,TIGR00138,pearson,['genome_avg_NOSC'],two-sided,45131,0.2836954439524722,[0.28 0.29],0.0,0.0,fdr_bh,Ribosomal protein S8,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,J,J,"J,J"
PF00410.20,TIGR00158,pearson,['genome_avg_NOSC'],two-sided,50670,0.45569469808341134,[0.45 0.46],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein bL9,J,J,"J,J"
PF00410.20,TIGR00166,pearson,['genome_avg_NOSC'],two-sided,51192,0.3398501889206896,[0.33 0.35],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein bS6,J,J,"J,J"
PF00410.20,TIGR00168,pearson,['genome_avg_NOSC'],two-sided,50237,0.14307283083815006,[0.13 0.15],6.164875156072995e-228,1.285549317008212e-227,fdr_bh,Ribosomal protein S8,translation initiation factor IF-3,J,J,"J,J"
PF00410.20,TIGR00186,pearson,['genome_avg_NOSC'],two-sided,43563,0.10077236997608578,[0.09 0.11],1.0737169295240179e-98,1.5928399910246182e-98,fdr_bh,Ribosomal protein S8,"RNA methyltransferase, TrmH family, group 3",J,J,"J,J"
PF00410.20,TIGR00194,pearson,['genome_avg_NOSC'],two-sided,49961,0.27248290426648974,[0.26 0.28],0.0,0.0,fdr_bh,Ribosomal protein S8,excinuclease ABC subunit C,J,L,"J,L"
PF00410.20,TIGR00250,pearson,['genome_avg_NOSC'],two-sided,48665,-0.0002463115046147478,[-0.01  0.01],0.9566684862062382,0.9572047353576991,fdr_bh,Ribosomal protein S8,putative transcription antitermination factor YqgF,J,J,"J,J"
PF00410.20,TIGR00337,pearson,['genome_avg_NOSC'],two-sided,47613,0.0669023357050818,[0.06 0.08],2.2802594105424695e-48,2.9172284879543506e-48,fdr_bh,Ribosomal protein S8,CTP synthase,J,F,"F,J"
PF00410.20,TIGR00344,pearson,['genome_avg_NOSC'],two-sided,50281,0.2798211397153654,[0.27 0.29],0.0,0.0,fdr_bh,Ribosomal protein S8,alanine--tRNA ligase,J,J,"J,J"
PF00410.20,TIGR00362,pearson,['genome_avg_NOSC'],two-sided,48635,0.18073943107720755,[0.17 0.19],0.0,0.0,fdr_bh,Ribosomal protein S8,chromosomal replication initiator protein DnaA,J,L,"J,L"
PF00410.20,TIGR00382,pearson,['genome_avg_NOSC'],two-sided,42898,0.18221072931847235,[0.17 0.19],0.0,0.0,fdr_bh,Ribosomal protein S8,"ATP-dependent Clp protease, ATP-binding subunit ClpX",J,O,"J,O"
PF00410.20,TIGR00392,pearson,['genome_avg_NOSC'],two-sided,49124,0.3016611186019227,[0.29 0.31],0.0,0.0,fdr_bh,Ribosomal protein S8,isoleucine--tRNA ligase,J,J,"J,J"
PF00410.20,TIGR00396,pearson,['genome_avg_NOSC'],two-sided,50033,0.18194134912279478,[0.17 0.19],0.0,0.0,fdr_bh,Ribosomal protein S8,leucine--tRNA ligase,J,J,"J,J"
PF00410.20,TIGR00398,pearson,['genome_avg_NOSC'],two-sided,49332,0.2719335270244917,[0.26 0.28],0.0,0.0,fdr_bh,Ribosomal protein S8,methionine--tRNA ligase,J,J,"J,J"
PF00410.20,TIGR00414,pearson,['genome_avg_NOSC'],two-sided,49867,0.32694064053911287,[0.32 0.33],0.0,0.0,fdr_bh,Ribosomal protein S8,serine--tRNA ligase,J,J,"J,J"
PF00410.20,TIGR00416,pearson,['genome_avg_NOSC'],two-sided,43296,0.2044344581335151,[0.2  0.21],0.0,0.0,fdr_bh,Ribosomal protein S8,DNA repair protein RadA,J,L,"J,L"
PF00410.20,TIGR00420,pearson,['genome_avg_NOSC'],two-sided,48979,0.04065629337722812,[0.03 0.05],2.234156821663052e-19,2.546596377182981e-19,fdr_bh,Ribosomal protein S8,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,J,J,"J,J"
PF00410.20,TIGR00431,pearson,['genome_avg_NOSC'],two-sided,49307,0.10555688042538824,[0.1  0.11],3.716616520665878e-122,5.883956088149527e-122,fdr_bh,Ribosomal protein S8,tRNA pseudouridine(55) synthase,J,J,"J,J"
PF00410.20,TIGR00435,pearson,['genome_avg_NOSC'],two-sided,49146,0.07286004890371627,[0.06 0.08],7.7953093826733e-59,1.0345447768083153e-58,fdr_bh,Ribosomal protein S8,cysteine--tRNA ligase,J,J,"J,J"
PF00410.20,TIGR00436,pearson,['genome_avg_NOSC'],two-sided,45126,0.15982508144020913,[0.15 0.17],6.749950833105424e-256,1.5217760956227576e-255,fdr_bh,Ribosomal protein S8,GTP-binding protein Era,J,J,"J,J"
PF00410.20,TIGR00442,pearson,['genome_avg_NOSC'],two-sided,50034,0.2826758642125095,[0.27 0.29],0.0,0.0,fdr_bh,Ribosomal protein S8,histidine--tRNA ligase,J,J,"J,J"
PF00410.20,TIGR00445,pearson,['genome_avg_NOSC'],two-sided,48099,0.09091885667423792,[0.08 0.1 ],8.137155652227755e-89,1.1739602213963663e-88,fdr_bh,Ribosomal protein S8,phospho-N-acetylmuramoyl-pentapeptide-transferase,J,M,"J,M"
PF00410.20,TIGR00456,pearson,['genome_avg_NOSC'],two-sided,49188,0.11122828675000346,[0.1  0.12],3.548518915488162e-135,5.780612607023836e-135,fdr_bh,Ribosomal protein S8,arginine--tRNA ligase,J,J,"J,J"
PF00410.20,TIGR00459,pearson,['genome_avg_NOSC'],two-sided,47331,0.17789194515600723,[0.17 0.19],0.0,0.0,fdr_bh,Ribosomal protein S8,aspartate--tRNA ligase,J,J,"J,J"
PF00410.20,TIGR00460,pearson,['genome_avg_NOSC'],two-sided,49655,0.1575751913303937,[0.15 0.17],1.8412813379115504e-273,4.350347039274808e-273,fdr_bh,Ribosomal protein S8,methionyl-tRNA formyltransferase,J,J,"J,J"
PF00410.20,TIGR00468,pearson,['genome_avg_NOSC'],two-sided,50864,0.05598140490499327,[0.05 0.06],1.3541587644205039e-36,1.660431663740752e-36,fdr_bh,Ribosomal protein S8,"phenylalanine--tRNA ligase, alpha subunit",J,J,"J,J"
PF00410.20,TIGR00472,pearson,['genome_avg_NOSC'],two-sided,50059,0.0881173753429367,[0.08 0.1 ],7.55795733352674e-87,1.0849178802046828e-86,fdr_bh,Ribosomal protein S8,"phenylalanine--tRNA ligase, beta subunit",J,J,"J,J"
PF00410.20,TIGR00487,pearson,['genome_avg_NOSC'],two-sided,51252,0.11407462099666053,[0.11 0.12],5.276554963906658e-148,8.847957360801676e-148,fdr_bh,Ribosomal protein S8,translation initiation factor IF-2,J,J,"J,J"
PF00410.20,TIGR00496,pearson,['genome_avg_NOSC'],two-sided,51737,0.3514553064586486,[0.34 0.36],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosome recycling factor,J,J,"J,J"
PF00410.20,TIGR00539,pearson,['genome_avg_NOSC'],two-sided,45527,0.06676629527797345,[0.06 0.08],3.8112697832116595e-46,4.8291865576098046e-46,fdr_bh,Ribosomal protein S8,putative oxygen-independent coproporphyrinogen III oxidase,J,H,"H,J"
PF00410.20,TIGR00580,pearson,['genome_avg_NOSC'],two-sided,46963,0.0211836713119492,[0.01 0.03],4.410290279324745e-06,4.699921282743086e-06,fdr_bh,Ribosomal protein S8,transcription-repair coupling factor,J,L,"J,L"
PF00410.20,TIGR00593,pearson,['genome_avg_NOSC'],two-sided,49182,0.06755530514863665,[0.06 0.08],7.526487161386691e-51,9.714229633460046e-51,fdr_bh,Ribosomal protein S8,DNA polymerase I,J,L,"J,L"
PF00410.20,TIGR00615,pearson,['genome_avg_NOSC'],two-sided,50510,-0.06272535670708344,[-0.07 -0.05],3.2690950722978827e-45,4.122454753833784e-45,fdr_bh,Ribosomal protein S8,recombination protein RecR,J,L,"J,L"
PF00410.20,TIGR00631,pearson,['genome_avg_NOSC'],two-sided,49987,0.29122586558309144,[0.28 0.3 ],0.0,0.0,fdr_bh,Ribosomal protein S8,excinuclease ABC subunit B,J,L,"J,L"
PF00410.20,TIGR00634,pearson,['genome_avg_NOSC'],two-sided,44742,0.0729618112111496,[0.06 0.08],7.190172619072396e-54,9.381913834096656e-54,fdr_bh,Ribosomal protein S8,DNA repair protein RecN,J,L,"J,L"
PF00410.20,TIGR00635,pearson,['genome_avg_NOSC'],two-sided,49845,0.12620018841689312,[0.12 0.13],4.9082577432376464e-176,8.885639017930221e-176,fdr_bh,Ribosomal protein S8,Holliday junction DNA helicase RuvB,J,L,"J,L"
PF00410.20,TIGR00643,pearson,['genome_avg_NOSC'],two-sided,47675,0.03766205068887195,[0.03 0.05],1.9360687696234113e-16,2.178992909065441e-16,fdr_bh,Ribosomal protein S8,ATP-dependent DNA helicase RecG,J,L,"J,L"
PF00410.20,TIGR00663,pearson,['genome_avg_NOSC'],two-sided,48310,0.19817016010239408,[0.19 0.21],0.0,0.0,fdr_bh,Ribosomal protein S8,"DNA polymerase III, beta subunit",J,L,"J,L"
PF00410.20,TIGR00717,pearson,['genome_avg_NOSC'],two-sided,42301,0.19984493425511154,[0.19 0.21],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein bS1,J,J,"J,J"
PF00410.20,TIGR00755,pearson,['genome_avg_NOSC'],two-sided,50324,-0.04260133649738292,[-0.05 -0.03],1.168832004558529e-21,1.3471284120335588e-21,fdr_bh,Ribosomal protein S8,ribosomal RNA small subunit methyltransferase A,J,J,"J,J"
PF00410.20,TIGR00810,pearson,['genome_avg_NOSC'],two-sided,50262,0.16819450695204943,[0.16 0.18],0.0,0.0,fdr_bh,Ribosomal protein S8,"preprotein translocase, SecG subunit",J,U,"J,U"
PF00410.20,TIGR00922,pearson,['genome_avg_NOSC'],two-sided,49098,0.0443329289683906,[0.04 0.05],8.546338145040566e-23,9.902767665626361e-23,fdr_bh,Ribosomal protein S8,transcription termination/antitermination factor NusG,J,K,"J,K"
PF00410.20,TIGR00928,pearson,['genome_avg_NOSC'],two-sided,43767,0.2169665325004908,[0.21 0.23],0.0,0.0,fdr_bh,Ribosomal protein S8,adenylosuccinate lyase,J,F,"F,J"
PF00410.20,TIGR00959,pearson,['genome_avg_NOSC'],two-sided,46913,0.10189911471267851,[0.09 0.11],1.7170045656694155e-108,2.6150624144367805e-108,fdr_bh,Ribosomal protein S8,signal recognition particle protein,J,U,"J,U"
PF00410.20,TIGR00963,pearson,['genome_avg_NOSC'],two-sided,48993,0.12435578914154118,[0.12 0.13],4.632398350422108e-168,8.203205412205817e-168,fdr_bh,Ribosomal protein S8,"preprotein translocase, SecA subunit",J,U,"J,U"
PF00410.20,TIGR00964,pearson,['genome_avg_NOSC'],two-sided,48014,0.08118242718246817,[0.07 0.09],5.166101740641715e-71,7.101649293065431e-71,fdr_bh,Ribosomal protein S8,"preprotein translocase, SecE subunit",J,U,"J,U"
PF00410.20,TIGR00967,pearson,['genome_avg_NOSC'],two-sided,52317,0.21227684260063115,[0.2  0.22],0.0,0.0,fdr_bh,Ribosomal protein S8,"preprotein translocase, SecY subunit",J,U,"J,U"
PF00410.20,TIGR01009,pearson,['genome_avg_NOSC'],two-sided,51889,0.05813337808165019,[0.05 0.07],4.3320220775103906e-40,5.3671069986854395e-40,fdr_bh,Ribosomal protein S8,ribosomal protein uS3,J,J,"J,J"
PF00410.20,TIGR01011,pearson,['genome_avg_NOSC'],two-sided,50842,0.3154706237789051,[0.31 0.32],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein uS2,J,J,"J,J"
PF00410.20,TIGR01017,pearson,['genome_avg_NOSC'],two-sided,50935,0.24259370807950079,[0.23 0.25],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein uS4,J,J,"J,J"
PF00410.20,TIGR01021,pearson,['genome_avg_NOSC'],two-sided,53191,0.3775154030268127,[0.37 0.38],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein uS5,J,J,"J,J"
PF00410.20,TIGR01029,pearson,['genome_avg_NOSC'],two-sided,49963,0.4179897802788493,[0.41 0.43],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein uS7,J,J,"J,J"
PF00410.20,TIGR01032,pearson,['genome_avg_NOSC'],two-sided,51317,0.21436016410550582,[0.21 0.22],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein bL20,J,J,"J,J"
PF00410.20,TIGR01039,pearson,['genome_avg_NOSC'],two-sided,43366,0.05590114787224727,[0.05 0.07],2.3006011671314716e-31,2.756551826366623e-31,fdr_bh,Ribosomal protein S8,"ATP synthase F1, beta subunit",J,C,"C,J"
PF00410.20,TIGR01044,pearson,['genome_avg_NOSC'],two-sided,51639,0.05089730244137382,[0.04 0.06],5.639268757718996e-31,6.747842957954353e-31,fdr_bh,Ribosomal protein S8,ribosomal protein uL22,J,J,"J,J"
PF00410.20,TIGR01059,pearson,['genome_avg_NOSC'],two-sided,47138,0.01457844787747877,[0.01 0.02],0.0015496605479889338,0.0016181012449021624,fdr_bh,Ribosomal protein S8,"DNA gyrase, B subunit",J,L,"J,L"
PF00410.20,TIGR01063,pearson,['genome_avg_NOSC'],two-sided,48074,0.09850073571769428,[0.09 0.11],6.220323226606538e-104,9.346192726845681e-104,fdr_bh,Ribosomal protein S8,"DNA gyrase, A subunit",J,L,"J,L"
PF00410.20,TIGR01066,pearson,['genome_avg_NOSC'],two-sided,51446,0.20931452217270222,[0.2  0.22],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein uL13,J,J,"J,J"
PF00410.20,TIGR01071,pearson,['genome_avg_NOSC'],two-sided,52990,0.06325583786212843,[0.05 0.07],4.0317062264497415e-48,5.15423141572984e-48,fdr_bh,Ribosomal protein S8,ribosomal protein uL15,J,J,"J,J"
PF00410.20,TIGR01079,pearson,['genome_avg_NOSC'],two-sided,52858,0.1674421121034138,[0.16 0.18],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein uL24,J,J,"J,J"
PF00410.20,TIGR01082,pearson,['genome_avg_NOSC'],two-sided,47292,0.10904460226363694,[0.1  0.12],4.925413447136486e-125,7.851630277417841e-125,fdr_bh,Ribosomal protein S8,UDP-N-acetylmuramate--L-alanine ligase,J,M,"J,M"
PF00410.20,TIGR01087,pearson,['genome_avg_NOSC'],two-sided,48642,0.09884061114849904,[0.09 0.11],7.44540437327314e-106,1.1250833275168301e-105,fdr_bh,Ribosomal protein S8,UDP-N-acetylmuramoylalanine--D-glutamate ligase,J,M,"J,M"
PF00410.20,TIGR01128,pearson,['genome_avg_NOSC'],two-sided,47806,0.24843298521729826,[0.24 0.26],0.0,0.0,fdr_bh,Ribosomal protein S8,"DNA polymerase III, delta subunit",J,L,"J,L"
PF00410.20,TIGR01146,pearson,['genome_avg_NOSC'],two-sided,43873,0.07190400334905421,[0.06 0.08],2.197732760759315e-51,2.843749893407305e-51,fdr_bh,Ribosomal protein S8,"ATP synthase F1, gamma subunit",J,C,"C,J"
PF00410.20,TIGR01164,pearson,['genome_avg_NOSC'],two-sided,52193,0.033149334541684145,[0.02 0.04],3.5897763057168506e-14,4.003593068231539e-14,fdr_bh,Ribosomal protein S8,ribosomal protein uL16,J,J,"J,J"
PF00410.20,TIGR01169,pearson,['genome_avg_NOSC'],two-sided,49099,0.29205331548639624,[0.28 0.3 ],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein uL1,J,J,"J,J"
PF00410.20,TIGR01171,pearson,['genome_avg_NOSC'],two-sided,51644,0.18654299591794982,[0.18 0.19],0.0,0.0,fdr_bh,Ribosomal protein S8,ribosomal protein uL2,J,J,"J,J"
PF00410.20,TIGR01302,pearson,['genome_avg_NOSC'],two-sided,43177,0.1766434894609707,[0.17 0.19],1.3957393615446277e-299,3.543947027535079e-299,fdr_bh,Ribosomal protein S8,inosine-5'-monophosphate dehydrogenase,J,F,"F,J"
PF00410.20,TIGR01391,pearson,['genome_avg_NOSC'],two-sided,48688,0.17279982377674827,[0.16 0.18],0.0,0.0,fdr_bh,Ribosomal protein S8,DNA primase,J,L,"J,L"
PF00410.20,TIGR01393,pearson,['genome_avg_NOSC'],two-sided,49793,0.09859507124084171,[0.09 0.11],8.779077980600898e-108,1.3325386220554935e-107,fdr_bh,Ribosomal protein S8,elongation factor 4,J,J,"J,J"
PF00410.20,TIGR01394,pearson,['genome_avg_NOSC'],two-sided,47047,0.08701149607857342,[0.08 0.1 ],9.756206568000116e-80,1.377755437015839e-79,fdr_bh,Ribosomal protein S8,GTP-binding protein TypA/BipA,J,T,"J,T"
PF00410.20,TIGR01510,pearson,['genome_avg_NOSC'],two-sided,47531,-0.03932191406610776,[-0.05 -0.03],9.839234915776127e-18,1.114052288275318e-17,fdr_bh,Ribosomal protein S8,pantetheine-phosphate adenylyltransferase,J,H,"H,J"
PF00410.20,TIGR01632,pearson,['genome_avg_NOSC'],two-sided,49544,0.13349742063828768,[0.12 0.14],9.565456838154005e-196,1.8364442544882923e-195,fdr_bh,Ribosomal protein S8,ribosomal protein uL11,J,J,"J,J"
PF00410.20,TIGR01951,pearson,['genome_avg_NOSC'],two-sided,49912,0.1575463521884292,[0.15 0.17],9.160178611268877e-275,2.1721579304038453e-274,fdr_bh,Ribosomal protein S8,transcription antitermination factor NusB,J,K,"J,K"
PF00410.20,TIGR01953,pearson,['genome_avg_NOSC'],two-sided,51423,0.2055252865831002,[0.2  0.21],0.0,0.0,fdr_bh,Ribosomal protein S8,transcription termination factor NusA,J,K,"J,K"
PF00410.20,TIGR02012,pearson,['genome_avg_NOSC'],two-sided,49635,0.1789167766078814,[0.17 0.19],0.0,0.0,fdr_bh,Ribosomal protein S8,protein RecA,J,L,"J,L"
PF00410.20,TIGR02013,pearson,['genome_avg_NOSC'],two-sided,48348,0.04304136888712473,[0.03 0.05],2.850947221095322e-21,3.279484961917287e-21,fdr_bh,Ribosomal protein S8,"DNA-directed RNA polymerase, beta subunit",J,K,"J,K"
PF00410.20,TIGR02027,pearson,['genome_avg_NOSC'],two-sided,51175,0.22756267235523073,[0.22 0.24],0.0,0.0,fdr_bh,Ribosomal protein S8,"DNA-directed RNA polymerase, alpha subunit",J,K,"J,K"
PF00410.20,TIGR02075,pearson,['genome_avg_NOSC'],two-sided,47978,0.1512253276958703,[0.14 0.16],2.360195901713669e-243,5.147159052607085e-243,fdr_bh,Ribosomal protein S8,UMP kinase,J,F,"F,J"
PF00410.20,TIGR02191,pearson,['genome_avg_NOSC'],two-sided,47917,0.07689112468781702,[0.07 0.09],9.515644578681612e-64,1.2797457579918384e-63,fdr_bh,Ribosomal protein S8,ribonuclease III,J,J,"J,J"
PF00410.20,TIGR02273,pearson,['genome_avg_NOSC'],two-sided,44015,0.12394226690198727,[0.11 0.13],3.420170518657971e-150,5.775784650713793e-150,fdr_bh,Ribosomal protein S8,16S rRNA processing protein RimM,J,J,"J,J"
PF00410.20,TIGR02350,pearson,['genome_avg_NOSC'],two-sided,45342,-0.07737711678691306,[-0.09 -0.07],3.6370808299127784e-61,4.853973294500418e-61,fdr_bh,Ribosomal protein S8,chaperone protein DnaK,J,J,"J,J"
